reaction_id,flux_ratio,log2_ratio,deg_log2fc,rxn_p,padj_rxn,rxn_sig_by_padj,Pathways,pathway_list,n_pathways,pass_lfc,pass_flux,highlight,GPR_rule,GPR_rule_log2FC,size_s
r0525,1000.0,3.0,0.202235279536751,0.538287170312083,0.538287170312083,True,Lysine Degradation; Lysine Metabolism,['AA other'],1,False,True,False,AASS,0.20,
r0531,1.3628949156068602,0.44360665147561484,0.519338023649486,0.330044601804675,0.330044601804675,True,Nucleotide Interconversion,['Nucleotide metabolism'],1,False,False,False,UCK2 or UCK1 or UCKL1 or _LOC776992,0.52 or -0.09 or -0.21 or NA,
r0541,1000.0,3.0,0.54820148163709,0.200535635283568,0.200535635283568,True,Tryptophan Metabolism,['AA other'],1,False,True,False,GCDH,0.55,
r0552,1.1088325151922072,0.15055967657538138,0.0238568887303964,0.931909067748177,0.931909067748177,True,"Alanine, Aspartate And Glutamate Metabolism; Folate Metabolism; Glycine, Serine And Threonine Metabolism","['AA central (Ala/Asp/Glu, Gly/Ser/Thr)']",1,False,False,False,ALDH7A1,0.02,
r0552m,1.0431065890064544,0.056583528366367514,0.0238568887303964,0.931909067748177,0.931909067748177,True,"Alanine, Aspartate And Glutamate Metabolism; Glycine, Serine And Threonine Metabolism","['AA central (Ala/Asp/Glu, Gly/Ser/Thr)']",1,False,False,False,ALDH7A1,0.02,
r0553,1.1088325151922074,0.15055967657538138,0.0238568887303964,0.931909067748177,0.931909067748177,True,"Alanine, Aspartate And Glutamate Metabolism; Folate Metabolism; Glycine, Serine And Threonine Metabolism","['AA central (Ala/Asp/Glu, Gly/Ser/Thr)']",1,False,False,False,ALDH7A1,0.02,
r0553m,1.0431065890064544,0.056583528366367514,0.0238568887303964,0.931909067748177,0.931909067748177,True,"Alanine, Aspartate And Glutamate Metabolism; Glycine, Serine And Threonine Metabolism","['AA central (Ala/Asp/Glu, Gly/Ser/Thr)']",1,False,False,False,ALDH7A1,0.02,
r0560,0.6782733842686183,-0.5563933485243852,0.0353952611504866,0.938754371080898,0.938754371080898,True,"Valine, Leucine And Isoleucine Biosynthesis",['BCAA metabolism (Val/Leu/Iso)'],1,False,False,False,ACADS,0.04,
r0561,0.6782733842686183,-0.5563933485243852,0.0,,,True,"Valine, Leucine And Isoleucine Biosynthesis",['BCAA metabolism (Val/Leu/Iso)'],1,False,False,False,_DBT,NA,
r0603,0.8830660665413398,-0.18442457113742744,0.0,,,True,"Valine, Leucine And Isoleucine Biosynthesis",['BCAA metabolism (Val/Leu/Iso)'],1,False,False,False,ACADS and _LOC423987,0.04 and NA,
r0604,0.8830660665413398,-0.18442457113742744,0.0,,,True,"Valine, Leucine And Isoleucine Biosynthesis",['BCAA metabolism (Val/Leu/Iso)'],1,False,False,False,_DBT,NA,
r0666,1.3628949155834378,0.44360665147561484,0.0222150383277229,0.97344510769848,0.97344510769848,True,Purine Synthesis,['Nucleotide metabolism'],1,False,False,False,GART or GART-B,0.02 or NA,
r0670,0.8830660665413398,-0.18442457113742744,-0.11670049709321,0.799218035364852,0.799218035364852,True,"Valine, Leucine And Isoleucine Biosynthesis",['BCAA metabolism (Val/Leu/Iso)'],1,False,False,False,BCKDHA and BCKDHB,-0.07 and -0.12,
r1418,0.9838464843919927,-0.029146345659516508,0.24574548678281,0.8343347199819455,0.8343347199819455,True,Nitrogen Metabolism,['Nitrogen disposal'],1,False,False,False,CA15L or CA9,0.25 or -0.16,
r1418c,1.0666691273092437,0.09761079662642233,0.64384873916314,0.6002580142241088,0.6002580142241088,True,Nitrogen Metabolism,['Nitrogen disposal'],1,False,False,False,CA13 or CA4 or CA3A or CA3B or CA8 or _LOC421187,0.42 or -0.21 or 0.18 or 0.64 or 0.27 or NA,
r1418m,1.0346054641614555,0.04264433740849372,-0.0957025834709576,0.905921886801161,0.905921886801161,True,Nitrogen Metabolism,['Nitrogen disposal'],1,False,False,False,CA5A,-0.10,
